"Number","Name","Class","Position","Hometown","Team","Simple.Hometown","Label","Lon","Lat","Season"
13,"Riley Simpson","FR","F","Edmonton, Alberta","Arizona State","edmonton alberta","Arizona State: 13 Riley Simpson - Edmonton, Alberta (FR-F)",-113.4909267,53.544389,20162017
14,"Jake Montgomery","SO","F","Oakdale, Minnesota","Arizona State","oakdale minnesota","Arizona State: 14 Jake Montgomery - Oakdale, Minnesota (SO-F)",-92.9649361,44.9630216,20162017
15,"Wade Murphy","JR","F","Victoria, British Columbia","Arizona State","victoria british columbia","Arizona State: 15 Wade Murphy - Victoria, British Columbia (JR-F)",-123.3656444,48.4284207,20162017
16,"Ryan Belonger","SR","F","Green Bay, Wisconsin","Arizona State","green bay wisconsin","Arizona State: 16 Ryan Belonger - Green Bay, Wisconsin (SR-F)",-88.019826,44.519159,20162017
17,"Jordan Masters","SO","F","Rochester, New York","Arizona State","rochester new york","Arizona State: 17 Jordan Masters - Rochester, New York (SO-F)",-77.6109219,43.16103,20162017
18,"Anthony Croston","SO","F","Phoenix, Arizona","Arizona State","phoenix arizona","Arizona State: 18 Anthony Croston - Phoenix, Arizona (SO-F)",-112.0740373,33.4483771,20162017
21,"David Norris","JR","F","Calgary, Alberta","Arizona State","calgary alberta","Arizona State: 21 David Norris - Calgary, Alberta (JR-F)",-114.0708459,51.0486151,20162017
22,"Jake Clifford","SO","D","Brecksville, Ohio","Arizona State","brecksville ohio","Arizona State: 22 Jake Clifford - Brecksville, Ohio (SO-D)",-81.6267904,41.3197763,20162017
24,"Liam McGing","SO","D","Chicago, Illinois","Arizona State","chicago illinois","Arizona State: 24 Liam McGing - Chicago, Illinois (SO-D)",-87.6297982,41.8781136,20162017
27,"Brett Gruber","FR","F","Appleton, Wisconsin","Arizona State","appleton wisconsin","Arizona State: 27 Brett Gruber - Appleton, Wisconsin (FR-F)",-88.4153847,44.2619309,20162017
28,"Steenn Pasichnuk","FR","F","Bonnyville, Alberta","Arizona State","bonnyville alberta","Arizona State: 28 Steenn Pasichnuk - Bonnyville, Alberta (FR-F)",-110.7200371,54.2681766,20162017
29,"Jakob Stridsberg","SO","D","J<U+FFFD>nkoping, Sweden","Arizona State","jonkoping sweden","Arizona State: 29 Jakob Stridsberg - J<U+FFFD>nkoping, Sweden (SO-D)",14.1617876,57.7826137,20162017
31,"Ryland Pashovitz","SO","G","Saskatoon, Saskatchewan","Arizona State","saskatoon saskatchewan","Arizona State: 31 Ryland Pashovitz - Saskatoon, Saskatchewan (SO-G)",-106.6700458,52.1332144,20162017
32,"Louie Rowe","SO","F","East Lansing, Michigan","Arizona State","east lansing michigan","Arizona State: 32 Louie Rowe - East Lansing, Michigan (SO-F)",-84.4838654,42.7369792,20162017
35,"Joey Daccord","FR","G","Boston, Massachusetts","Arizona State","boston massachusetts","Arizona State: 35 Joey Daccord - Boston, Massachusetts (FR-G)",-71.0588801,42.3600825,20162017
38,"Robert Levin","SR","G","Highland Park, Illinois","Arizona State","highland park illinois","Arizona State: 38 Robert Levin - Highland Park, Illinois (SR-G)",-87.8003437,42.1816918,20162017
39,"Brinson Pasichnuk","FR","D","Bonnyville, Alberta","Arizona State","bonnyville alberta","Arizona State: 39 Brinson Pasichnuk - Bonnyville, Alberta (FR-D)",-110.7200371,54.2681766,20162017
44,"Joey Raats","SO","D","Las Vegas, Nevada","Arizona State","las vegas nevada","Arizona State: 44 Joey Raats - Las Vegas, Nevada (SO-D)",-115.1398296,36.1699412,20162017
47,"Nicholas Gushue","SO","D","West Vancouver, British Columbia","Arizona State","west vancouver british columbia","Arizona State: 47 Nicholas Gushue - West Vancouver, British Columbia (SO-D)",-123.1667847,49.3348973,20162017
1,"Matt Penta","SO","G","Waltham, Massachusetts","Army","waltham massachusetts","Army: 01 Matt Penta - Waltham, Massachusetts (SO-G)",-71.2356113,42.3764852,20162017
2,"Dalton MacAfee","SO","D","Needham, Massachusetts","Army","needham massachusetts","Army: 02 Dalton MacAfee - Needham, Massachusetts (SO-D)",-71.2377548,42.2809285,20162017
4,"Ryan Nick","SR","D","Plymouth, Michigan","Army","plymouth michigan","Army: 04 Ryan Nick - Plymouth, Michigan (SR-D)",-83.4702132,42.3714253,20162017
5,"Joe Shecter","JR","D","Farmington Hills, Michigan","Army","farmington hills michigan","Army: 05 Joe Shecter - Farmington Hills, Michigan (JR-D)",-83.3677168,42.4989936,20162017
6,"Nick DeCenzo","JR","F","Hibbing, Minnesota","Army","hibbing minnesota","Army: 06 Nick DeCenzo - Hibbing, Minnesota (JR-F)",-92.9376887,47.4271546,20162017
7,"Alex Wilkinson","FR","D","Raleigh, North Carolina","Army","raleigh north carolina","Army: 07 Alex Wilkinson - Raleigh, North Carolina (FR-D)",-78.6381787,35.7795897,20162017
8,"Bryan Gerstenfeld","FR","D","Fairfield, Connecticut","Army","fairfield connecticut","Army: 08 Bryan Gerstenfeld - Fairfield, Connecticut (FR-D)",-73.2612615,41.1408363,20162017
9,"Tyler Pham","JR","F","Fort Collins, Colorado","Army","fort collins colorado","Army: 09 Tyler Pham - Fort Collins, Colorado (JR-F)",-105.084423,40.5852602,20162017
10,"Trevor Fidler","SO","F","Watertown, Massachusetts","Army","watertown massachusetts","Army: 10 Trevor Fidler - Watertown, Massachusetts (SO-F)",-71.1828321,42.3709299,20162017
11,"Dominic Franco","FR","F","Portsmouth, Rhode Island","Army","portsmouth rhode island","Army: 11 Dominic Franco - Portsmouth, Rhode Island (FR-F)",-71.2503257,41.6023245,20162017
12,"Blake Box","JR","D","Dallas, Texas","Army","dallas texas","Army: 12 Blake Box - Dallas, Texas (JR-D)",-96.7969879,32.7766642,20162017
13,"C.J. Reuschlein","SR","F","Flint, Michigan","Army","flint michigan","Army: 13 C.J. Reuschlein - Flint, Michigan (SR-F)",-83.6874562,43.0125274,20162017
14,"Brendan Soucie","FR","F","South Dennis, Massachusetts","Army","south dennis massachusetts","Army: 14 Brendan Soucie - South Dennis, Massachusetts (FR-F)",-70.1515342,41.7020781,20162017
15,"Clint Carlisle","SR","F","Dallas, Texas","Army","dallas texas","Army: 15 Clint Carlisle - Dallas, Texas (SR-F)",-96.7969879,32.7766642,20162017
16,"Brendan McGuire","JR","F","Flower Mound, Texas","Army","flower mound texas","Army: 16 Brendan McGuire - Flower Mound, Texas (JR-F)",-97.0969552,33.0145673,20162017
17,"Taylor Maruya","SO","F","Westchester, California","Army","westchester california","Army: 17 Taylor Maruya - Westchester, California (SO-F)",-118.3987842,33.9625905,20162017
18,"Zach Evancho","FR","F","Buffalo, New York","Army","buffalo new york","Army: 18 Zach Evancho - Buffalo, New York (FR-F)",-78.8783689,42.8864468,20162017
19,"Tipper Higgins","SO","F","Williston, Vermont","Army","williston vermont","Army: 19 Tipper Higgins - Williston, Vermont (SO-F)",-73.099194,44.4454432,20162017
20,"Conor Andrle","JR","F","St. Louis Park, Minnesota","Army","st louis park minnesota","Army: 20 Conor Andrle - St. Louis Park, Minnesota (JR-F)",-93.3702186,44.9597376,20162017
21,"Garret Peterson","SR","D","Coppell, Texas","Army","coppell texas","Army: 21 Garret Peterson - Coppell, Texas (SR-D)",-97.0150078,32.9545687,20162017
22,"Ian Mansfield","SO","F","Lakewood, Colorado","Army","lakewood colorado","Army: 22 Ian Mansfield - Lakewood, Colorado (SO-F)",-105.0813734,39.7047095,20162017
25,"Nash Worden","SO","D","Kaysville, Utah","Army","kaysville utah","Army: 25 Nash Worden - Kaysville, Utah (SO-D)",-111.9385521,41.0352216,20162017
26,"Andrew Durham","FR","F","Plano, Texas","Army","plano texas","Army: 26 Andrew Durham - Plano, Texas (FR-F)",-96.6988856,33.0198431,20162017
27,"Michael Wilson","FR","F","Fond du Lac, Wisconsin","Army","fond du lac wisconsin","Army: 27 Michael Wilson - Fond du Lac, Wisconsin (FR-F)",-88.4470508,43.7730448,20162017
29,"Mike Preston","JR","D","Carmel, Indiana","Army","carmel indiana","Army: 29 Mike Preston - Carmel, Indiana (JR-D)",-86.1180435,39.978371,20162017
30,"Cole Bruns","JR","G","Prairie Grove, Illinois","Army","prairie grove illinois","Army: 30 Cole Bruns - Prairie Grove, Illinois (JR-G)",-88.2609184,42.2786339,20162017
35,"Parker Gahagen","SR","G","Buffalo, New York","Army","buffalo new york","Army: 35 Parker Gahagen - Buffalo, New York (SR-G)",-78.8783689,42.8864468,20162017
1,"Michael Bitzer","JR","G","Moorhead, Minnesota","Bemidji State","moorhead minnesota","Bemidji State: 01 Michael Bitzer - Moorhead, Minnesota (JR-G)",-96.7678039,46.8737648,20162017
2,"Dan Billett","SO","D","Higlands Ranch, Colorado","Bemidji State","higlands ranch colorado","Bemidji State: 02 Dan Billett - Higlands Ranch, Colorado (SO-D)",-104.9739333,39.5480789,20162017
3,"Tommy Muck","FR","D","Inver Grove Heights, Minnesota","Bemidji State","inver grove heights minnesota","Bemidji State: 03 Tommy Muck - Inver Grove Heights, Minnesota (FR-D)",-93.0427153,44.8480218,20162017
4,"Carter Struthers","SR","D","Weyburn, Saskatchewan","Bemidji State","weyburn saskatchewan","Bemidji State: 04 Carter Struthers - Weyburn, Saskatchewan (SR-D)",-103.8532906,49.6632836,20162017
5,"Ian Janco","SO","D","Bloomington, Minnesota","Bemidji State","bloomington minnesota","Bemidji State: 05 Ian Janco - Bloomington, Minnesota (SO-D)",-93.2982799,44.840798,20162017
6,"Jay Dickman","SO","F","Shoreview, Minnesota","Bemidji State","shoreview minnesota","Bemidji State: 06 Jay Dickman - Shoreview, Minnesota (SO-F)",-93.1471667,45.0791325,20162017
7,"T.J. Roo","SO","F","Champlin, Minnesota","Bemidji State","champlin minnesota","Bemidji State: 07 T.J. Roo - Champlin, Minnesota (SO-F)",-93.3974537,45.1888539,20162017
9,"Phillip Marinaccio","SR","F","Nobleton, Ontario","Bemidji State","nobleton ontario","Bemidji State: 09 Phillip Marinaccio - Nobleton, Ontario (SR-F)",-79.6526997,43.9021887,20162017
11,"Nate Arentz","SR","F","Lakeville, Minnesota","Bemidji State","lakeville minnesota","Bemidji State: 11 Nate Arentz - Lakeville, Minnesota (SR-F)",-93.24272,44.6496868,20162017
12,"Dylan McCrory","FR","F","Kirkland, Qu<U+FFFD>bec","Bemidji State","kirkland quebec","Bemidji State: 12 Dylan McCrory - Kirkland, Qu<U+FFFD>bec (FR-F)",-73.8623337,45.4560415,20162017
13,"Mike Soucier","SO","F","Caledon, Ontario","Bemidji State","caledon ontario","Bemidji State: 13 Mike Soucier - Caledon, Ontario (SO-F)",-79.8744836,43.8363372,20162017
14,"Kyle Bauman","JR","F","Apopka, Florida","Bemidji State","apopka florida","Bemidji State: 14 Kyle Bauman - Apopka, Florida (JR-F)",-81.5322149,28.6934076,20162017
15,"Jordan Heller","JR","F","Bemidji, Minnesota","Bemidji State","bemidji minnesota","Bemidji State: 15 Jordan Heller - Bemidji, Minnesota (JR-F)",-94.8858492,47.4875361,20162017
17,"Adam Lovick","SO","F","Lino Lakes, Minnesota","Bemidji State","lino lakes minnesota","Bemidji State: 17 Adam Lovick - Lino Lakes, Minnesota (SO-F)",-93.0888324,45.1602442,20162017
18,"Brendan Harms","SR","F","Steinbach, Manitoba","Bemidji State","steinbach manitoba","Bemidji State: 18 Brendan Harms - Steinbach, Manitoba (SR-F)",-96.691092,49.5285279,20162017
19,"Leo Fitzgerald","JR","F","Port Alberni, British Columbia","Bemidji State","port alberni british columbia","Bemidji State: 19 Leo Fitzgerald - Port Alberni, British Columbia (JR-F)",-124.8055494,49.2338882,20162017
20,"Dillon Eichstadt","SO","D","Bemidji, Minnesota","Bemidji State","bemidji minnesota","Bemidji State: 20 Dillon Eichstadt - Bemidji, Minnesota (SO-D)",-94.8858492,47.4875361,20162017
21,"Gerry Fitzgerald","JR","F","Port Alberni, British Columbia","Bemidji State","port alberni british columbia","Bemidji State: 21 Gerry Fitzgerald - Port Alberni, British Columbia (JR-F)",-124.8055494,49.2338882,20162017
22,"Charlie O'Connor","SR","F","Elk Grove Village, Illinois","Bemidji State","elk grove village illinois","Bemidji State: 22 Charlie OConnor - Elk Grove Village, Illinois (SR-F)",-87.9703461,42.0039178,20162017
23,"Hampus Sjodahl","FR","F","Stockholm, Sweden","Bemidji State","stockholm sweden","Bemidji State: 23 Hampus Sjodahl - Stockholm, Sweden (FR-F)",18.0685808,59.3293235,20162017
26,"Myles Fitzgerald","JR","F","Port Alberni, British Columbia","Bemidji State","port alberni british columbia","Bemidji State: 26 Myles Fitzgerald - Port Alberni, British Columbia (JR-F)",-124.8055494,49.2338882,20162017
27,"Adam Brady","FR","F","Delhi, Ontario","Bemidji State","delhi ontario","Bemidji State: 27 Adam Brady - Delhi, Ontario (FR-F)",-80.4991954,42.8526969,20162017
28,"Brett Beauvais","JR","D","Summerside, Prince Edward Island","Bemidji State","summerside prince edward island","Bemidji State: 28 Brett Beauvais - Summerside, Prince Edward Island (JR-D)",-63.7902331,46.3933777,20162017
29,"Justin Baudry","SO","D","LaBroquerie, Manitoba","Bemidji State","labroquerie manitoba","Bemidji State: 29 Justin Baudry - LaBroquerie, Manitoba (SO-D)",-96.510146,49.521344,20162017
30,"Jack Burgart","FR","G","Fort St. James, British Columbia","Bemidji State","fort st james british columbia","Bemidji State: 30 Jack Burgart - Fort St. James, British Columbia (FR-G)",-124.2510475,54.4425721,20162017
32,"Zach Whitecloud","FR","D","Brandon, Manitoba","Bemidji State","brandon manitoba","Bemidji State: 32 Zach Whitecloud - Brandon, Manitoba (FR-D)",-99.9500904,49.848471,20162017
33,"Reid Mimmack","SR","G","Brainerd, Minnesota","Bemidji State","brainerd minnesota","Bemidji State: 33 Reid Mimmack - Brainerd, Minnesota (SR-G)",-94.2020084,46.3526733,20162017
35,"Jesse Wilkins","JR","G","Calgary, Alberta","Bemidji State","calgary alberta","Bemidji State: 35 Jesse Wilkins - Calgary, Alberta (JR-G)",-114.0708459,51.0486151,20162017
4,"Tanner Jago","SO","D","Brandon, Manitoba","Bentley","brandon manitoba","Bentley: 04 Tanner Jago - Brandon, Manitoba (SO-D)",-99.9500904,49.848471,20162017
5,"Chris Buchanan","JR","D","San Jose, California","Bentley","san jose california","Bentley: 05 Chris Buchanan - San Jose, California (JR-D)",-121.8863286,37.3382082,20162017
6,"Mike Berry","SR","D","Edmonton, Alberta","Bentley","edmonton alberta","Bentley: 06 Mike Berry - Edmonton, Alberta (SR-D)",-113.4909267,53.544389,20162017
7,"Connor Brassard","FR","D","Fitchburg, Massachusetts","Bentley","fitchburg massachusetts","Bentley: 07 Connor Brassard - Fitchburg, Massachusetts (FR-D)",-71.8022955,42.5834228,20162017
9,"Ryan McMurphy","JR","F","Broken Arrow, Oklahoma","Bentley","broken arrow oklahoma","Bentley: 09 Ryan McMurphy - Broken Arrow, Oklahoma (JR-F)",-95.7974526,36.060949,20162017
10,"Will Suter","SR","F","Omaha, Nebraska","Bentley","omaha nebraska","Bentley: 10 Will Suter - Omaha, Nebraska (SR-F)",-95.9979883,41.2523634,20162017
11,"Tyler Deresky","SR","F","Flemington, New Jersey","Bentley","flemington new jersey","Bentley: 11 Tyler Deresky - Flemington, New Jersey (SR-F)",-74.8593318,40.5123258,20162017
13,"Andrew McDonald","JR","F","New Brighton, Minnesota","Bentley","new brighton minnesota","Bentley: 13 Andrew McDonald - New Brighton, Minnesota (JR-F)",-93.2018908,45.0655212,20162017
14,"Tanner Salsberry","FR","D","Cypress, Texas","Bentley","cypress texas","Bentley: 14 Tanner Salsberry - Cypress, Texas (FR-D)",-95.6937856,29.9716905,20162017
15,"Charlie Donners","SR","D","Norwood, Massachusetts","Bentley","norwood massachusetts","Bentley: 15 Charlie Donners - Norwood, Massachusetts (SR-D)",-71.1989695,42.1943909,20162017
16,"Max French","SR","F","West Kelowna, British Columbia","Bentley","west kelowna british columbia","Bentley: 16 Max French - West Kelowna, British Columbia (SR-F)",-119.5644584,49.863612,20162017
17,"Jake Ahlgren","SO","F","Fergus Falls, Minnesota","Bentley","fergus falls minnesota","Bentley: 17 Jake Ahlgren - Fergus Falls, Minnesota (SO-F)",-96.0777887,46.2835212,20162017
18,"Brett Orr","FR","D","Elkhorn, Manitoba","Bentley","elkhorn manitoba","Bentley: 18 Brett Orr - Elkhorn, Manitoba (FR-D)",-101.2408402,49.9753646,20162017
19,"Jake Kauppila","FR","F","Gurnee, Illinois","Bentley","gurnee illinois","Bentley: 19 Jake Kauppila - Gurnee, Illinois (FR-F)",-87.9020186,42.3702996,20162017
20,"Kyle Schmidt","JR","F","Menomonee Falls, Wisconsin","Bentley","menomonee falls wisconsin","Bentley: 20 Kyle Schmidt - Menomonee Falls, Wisconsin (JR-F)",-88.1173132,43.1788967,20162017
21,"Jonathan Desbiens","FR","F","Montr<U+FFFD>al, Quebec","Bentley","montreal quebec","Bentley: 21 Jonathan Desbiens - Montr<U+FFFD>al, Quebec (FR-F)",-73.567256,45.5016889,20162017
22,"Ryner Gorowsky","FR","F","Lino Lakes, Minnesota","Bentley","lino lakes minnesota","Bentley: 22 Ryner Gorowsky - Lino Lakes, Minnesota (FR-F)",-93.0888324,45.1602442,20162017
23,"Matt Riggleman","FR","F","Milford, Michigan","Bentley","milford michigan","Bentley: 23 Matt Riggleman - Milford, Michigan (FR-F)",-83.6003703,42.5916684,20162017
24,"Alexey Solovyev","SO","D","Moscow, Russia","Bentley","moscow russia","Bentley: 24 Alexey Solovyev - Moscow, Russia (SO-D)",37.6173,55.755826,20162017
25,"Cody DePourcq","SO","F","Penticton, British Columbia","Bentley","penticton british columbia","Bentley: 25 Cody DePourcq - Penticton, British Columbia (SO-F)",-119.5937077,49.4991381,20162017
26,"Matt Sieckhaus","JR","F","St. Louis, Missouri","Bentley","st louis missouri","Bentley: 26 Matt Sieckhaus - St. Louis, Missouri (JR-F)",-90.1994042,38.6270025,20162017
27,"Drew Callin","SO","F","Middleton, Wisconsin","Bentley","middleton wisconsin","Bentley: 27 Drew Callin - Middleton, Wisconsin (SO-F)",-89.5042876,43.0972174,20162017
28,"Danny Kucerovy","SO","F","Bethel Park, Pennsylvania","Bentley","bethel park pennsylvania","Bentley: 28 Danny Kucerovy - Bethel Park, Pennsylvania (SO-F)",-80.0394977,40.3275697,20162017
29,"Jake Bryniarski","SO","G","Rochester, New York","Bentley","rochester new york","Bentley: 29 Jake Bryniarski - Rochester, New York (SO-G)",-77.6109219,43.16103,20162017
30,"Aidan Pelino","FR","G","Oakville, Ontario","Bentley","oakville ontario","Bentley: 30 Aidan Pelino - Oakville, Ontario (FR-G)",-79.6876659,43.467517,20162017
32,"Jayson Argue","JR","G","Swan River, Manitoba","Bentley","swan river manitoba","Bentley: 32 Jayson Argue - Swan River, Manitoba (JR-G)",-101.2706212,52.1050923,20162017
2,"Scott Savage","SR","D","San Clemente, California","Boston College","san clemente california","Boston College: 02 Scott Savage - San Clemente, California (SR-D)",-117.6119925,33.4269728,20162017
3,"Luke McInnis","FR","D","Hingham, Massachusetts","Boston College","hingham massachusetts","Boston College: 03 Luke McInnis - Hingham, Massachusetts (FR-D)",-70.889759,42.2418172,20162017
